id	filename	md5	size	state
1cd09b2a-39f2-4200-962b-163f56932c68	9c802194-6928-44e1-b62d-20f1b61caea5.rna_seq.augmented_star_gene_counts.tsv	d9054e83b3180ab2a1a96a4788c663f1	4197669	released
6867d661-6ace-48d2-bb88-849feffda9ca	645a3167-581d-4063-8e56-42736b45d77c.rna_seq.augmented_star_gene_counts.tsv	020ca374f6d1a248ebdfa475d8a56162	4207949	released
eee248ae-999c-4a2e-bf83-5445d5ada750	245e5522-36c0-4122-a299-1dfa053a69b1.rna_seq.augmented_star_gene_counts.tsv	6041fd7d3888ef5f309a7ce82ea21788	4204859	released
e8b34df9-a473-41b8-84c5-518c0a137214	48f7e3d6-36ab-498f-aae0-843b1254082e.rna_seq.augmented_star_gene_counts.tsv	ed40c9a690df93da86b6ec9f64d1db3d	4204832	released
d4e6afb6-070a-464f-b6af-7411eaa97caf	8fac9d11-a8e2-4d76-ac1f-cad5a3b3b431.rna_seq.augmented_star_gene_counts.tsv	b3026fd9c7cbdcb57831f077d5b43b9d	4204329	released
5c0d1923-1a67-424c-95a5-d1a911ba405c	ffd3827e-a2a6-4700-a272-9d7d9b4e5fcd.rna_seq.augmented_star_gene_counts.tsv	d32d710ca8058b34931513926d3dfa0e	4214726	released
8879fa9b-cc24-435c-975b-f954c405d59a	078160e3-ed85-4720-a8cf-6aad7f193a31.rna_seq.augmented_star_gene_counts.tsv	a2314b2d56a3cd3a55d4096ac27c7603	4197933	released
1ccc09c3-767f-4827-b998-7da08843a38c	bf441bf0-4c74-43d7-a04a-fb91c44a07c4.rna_seq.augmented_star_gene_counts.tsv	744675bdbb53fc7cc7e1f91b84dcba4a	4202556	released
2da654cd-3c13-4143-8c82-55cf5b3aed9f	574a3e3b-9cff-4bfb-98d4-78871ea3f6d7.rna_seq.augmented_star_gene_counts.tsv	841a276248ea86a1c1f6494af36ffedc	4206635	released
ae884417-32fa-464b-8938-28e31e0a836f	04a73141-e567-4414-971a-513479bda070.rna_seq.augmented_star_gene_counts.tsv	7f2dca32cde312d16b304a1e96b778c6	4189175	released
4018be59-388d-453d-83da-8111aba524db	1a046d0c-38b1-4105-aac0-0cc7e92529d4.rna_seq.augmented_star_gene_counts.tsv	fd12d177f1d24d9398933e42d30177ea	4195910	released
